"estimator","cohort","event_time","estimate","se","identified","is_pre"
"SA",2009,11,-0.118466898954748,0.168870614528787,TRUE,FALSE
"SA",2012,-12,0.0487804878051591,0.0766262061050968,TRUE,TRUE
"SA",2012,-11,0.0487804878051578,0.0662235566098476,TRUE,TRUE
"SA",2012,-10,1.04878048780519,0.0662235566098536,TRUE,TRUE
"SA",2012,-9,0.195121951219801,0.0691682490221656,TRUE,TRUE
"SA",2012,-8,-0.0975609756094867,0.0844992645897516,TRUE,TRUE
"SA",2012,-7,1.09756097561007,0.0844992645897605,TRUE,TRUE
"SA",2012,-6,0.121951219512478,0.0689057499764405,TRUE,TRUE
"SA",2012,-5,0.0975609756100403,0.0751938142682472,TRUE,TRUE
"SA",2012,-4,0.0243902439027284,0.0719925961160142,TRUE,TRUE
"SA",2012,-3,-0.0487804878046021,0.0662235566098467,TRUE,TRUE
"SA",2012,-2,-0.0487804878046044,0.0857764039469077,TRUE,TRUE
"SA",2012,0,-0.0731707317070452,0.0807711132498629,TRUE,FALSE
"SA",2012,1,-0.0487804878046038,0.0857764039469066,TRUE,FALSE
"SA",2012,2,-0.0731707317070439,0.059598160303963,TRUE,FALSE
"SA",2012,3,-0.0243902439021607,0.0719925961160062,TRUE,FALSE
"SA",2012,4,0.951219512195401,0.0766262061050914,TRUE,FALSE
"SA",2012,5,1.0000000000003,0.0770977564395447,TRUE,FALSE
"SA",2012,6,0.0243902439027101,0.098188502033239,TRUE,FALSE
"SA",2012,7,-0.0487804878046042,0.0766262061050944,TRUE,FALSE
"SA",2012,8,0.0487804878051592,0.0766262061050982,TRUE,FALSE
"SA",2013,-13,0.121951219512192,0.103402448848261,TRUE,TRUE
"SA",2013,-12,0.455284552845527,0.316604312286541,TRUE,TRUE
"SA",2013,-11,0.121951219512195,0.0878637263255649,TRUE,TRUE
"SA",2013,-10,0.601626016260164,0.313844809572506,TRUE,TRUE
"SA",2013,-9,0.30894308943089,0.319623588125381,TRUE,TRUE
"SA",2013,-8,0.83739837398374,0.318259917449131,TRUE,TRUE
"SA",2013,-7,0.528455284552844,0.316661546215212,TRUE,TRUE
"SA",2013,-6,0.170731707317071,0.0936542519061875,TRUE,TRUE
"SA",2013,-5,0.0975609756097619,0.0751938142682076,TRUE,TRUE
"SA",2013,-4,0.0243902439024365,0.098188502033197,TRUE,TRUE
"SA",2013,-3,0.0243902439024354,0.0981885020331968,TRUE,TRUE
"SA",2013,-2,0.406504065040645,0.31470975340818,TRUE,TRUE
"SA",2013,0,0.357723577235768,0.319623588125381,TRUE,FALSE
"SA",2013,1,-2.86194852647775e-15,0.0861979121557389,TRUE,FALSE
"SA",2013,2,0.382113821138211,0.31367153459738,TRUE,FALSE
"SA",2013,3,0.0243902439024112,0.0981885020331989,TRUE,FALSE
"SA",2013,4,0.406504065040642,0.317061894434257,TRUE,FALSE
"SA",2013,5,0.0975609756097476,0.0928770247596527,TRUE,FALSE
"SA",2013,6,0.357723577235767,0.319623588125381,TRUE,FALSE
"SA",2013,7,0.788617886178862,0.316604312286542,TRUE,FALSE
"SA",2014,-14,0.0975609756098731,0.084499264589776,TRUE,TRUE
"SA",2014,-13,0.0975609756098722,0.0844992645897771,TRUE,TRUE
"SA",2014,-12,0.0975609756098759,0.0928770247597192,TRUE,TRUE
"SA",2014,-11,0.243902439024516,0.0749524209831565,TRUE,TRUE
"SA",2014,-10,-0.0487804878047739,0.0857764039469247,TRUE,TRUE
"SA",2014,-9,0.146341463414753,0.0823266833199091,TRUE,TRUE
"SA",2014,-8,0.170731707317192,0.0853528141780763,TRUE,TRUE
"SA",2014,-7,0.146341463414754,0.0727438435501846,TRUE,TRUE
"SA",2014,-6,0.0731707317074415,0.070978565240667,TRUE,TRUE
"SA",2014,-5,1.10246214076097e-13,0.0944250817951566,TRUE,TRUE
"SA",2014,-4,1.08750987968799e-13,0.0944250817951506,TRUE,TRUE
"SA",2014,-3,0.0487804878049889,0.0857764039469382,TRUE,TRUE
"SA",2014,-2,-0.0243902439023327,0.0981885020332556,TRUE,TRUE
"SA",2014,0,-0.0243902439023307,0.105484586284155,TRUE,FALSE
"SA",2014,1,0.0243902439025529,0.0981885020332596,TRUE,FALSE
"SA",2014,2,8.58115937932504e-14,0.109032692785366,TRUE,FALSE
"SA",2014,3,0.048780487804986,0.0940404566453696,TRUE,FALSE
"SA",2014,4,-0.926829268292607,0.0974474461421735,TRUE,FALSE
"SA",2014,5,1.08956463643062e-13,0.0944250817951542,TRUE,FALSE
"SA",2014,6,0.0975609756098729,0.0928770247597146,TRUE,FALSE
"SA",2017,-17,1.09756097561015,0.0844992645897452,TRUE,TRUE
"SA",2017,-16,0.764227642276806,0.310944287368169,TRUE,TRUE
"SA",2017,-15,0.764227642276808,0.313324697173556,TRUE,TRUE
"SA",2017,-14,0.577235772358109,0.313266853602318,TRUE,TRUE
"SA",2017,-13,0.617886178862168,0.318373779763283,TRUE,TRUE
"SA",2017,-12,1.14634146341503,0.0909048887489198,TRUE,TRUE
"SA",2017,-11,0.837398373984126,0.315916696365998,TRUE,TRUE
"SA",2017,-10,0.813008130081686,0.317461737778191,TRUE,TRUE
"SA",2017,-9,0.739837398374375,0.319396714000509,TRUE,TRUE
"SA",2017,-8,0.666666666667049,0.318487601370463,TRUE,TRUE
"SA",2017,-7,0.666666666667047,0.320812045033713,TRUE,TRUE
"SA",2017,-6,0.715447154471925,0.313671534597507,TRUE,TRUE
"SA",2017,-5,0.308943089431271,0.319623588125461,TRUE,TRUE
"SA",2017,-4,1.00000000000039,0.10903269278533,TRUE,TRUE
"SA",2017,-3,0.642276422764609,0.312571895809935,TRUE,TRUE
"SA",2017,-2,0.69105691056949,0.312571895809935,TRUE,TRUE
"SA",2017,0,0.71544715447192,0.323007578339526,TRUE,FALSE
"SA",2017,1,0.739837398374361,0.319396714000507,TRUE,FALSE
"SA",2017,2,0.666666666667048,0.318487601370464,TRUE,FALSE
"SA",2017,3,0.76422764227681,0.313324697173557,TRUE,FALSE
"SA",2018,-18,0.382113821138371,0.316031402915456,TRUE,TRUE
"SA",2018,-17,0.38211382113837,0.318373779763212,TRUE,TRUE
"SA",2018,-16,0.382113821138374,0.316031402915457,TRUE,TRUE
"SA",2018,-15,0.195121951219675,0.069168249022149,TRUE,TRUE
"SA",2018,-14,0.235772357723733,0.320359819413831,TRUE,TRUE
"SA",2018,-13,0.0975609756099161,0.0928770247596785,TRUE,TRUE
"SA",2018,-12,0.455284552845689,0.314248746292594,TRUE,TRUE
"SA",2018,-11,0.430894308943249,0.315687158229248,TRUE,TRUE
"SA",2018,-10,0.35772357723594,0.314940003908867,TRUE,TRUE
"SA",2018,-9,0.617886178861949,0.316031402915454,TRUE,TRUE
"SA",2018,-8,0.617886178861949,0.313671534597431,TRUE,TRUE
"SA",2018,-7,0.666666666666825,0.313787061879007,TRUE,TRUE
"SA",2018,-6,-0.0731707317071612,0.089498540477614,TRUE,TRUE
"SA",2018,-5,0.284552845528613,0.318373779763162,TRUE,TRUE
"SA",2018,-4,0.260162601626174,0.319396714000387,TRUE,TRUE
"SA",2018,-3,0.308943089431055,0.321939829934387,TRUE,TRUE
"SA",2018,-2,0.284552845528588,0.323007578339455,TRUE,TRUE
"SA",2018,0,0.0243902439025899,0.0981885020332228,TRUE,FALSE
"SA",2018,1,0.284552845528611,0.316031402915408,TRUE,FALSE
"SA",2018,2,0.382113821138372,0.318373779763121,TRUE,FALSE
"SA",2019,-19,0.0243902439027791,0.0981885020332547,TRUE,TRUE
"SA",2019,-18,0.0243902439027793,0.0903048499225333,TRUE,TRUE
"SA",2019,-17,0.0243902439027837,0.0816636388335032,TRUE,TRUE
"SA",2019,-16,0.170731707317422,0.0656739740240404,TRUE,TRUE
"SA",2019,-15,-0.121951219511865,0.103402448848314,TRUE,TRUE
"SA",2019,-14,0.0731707317076606,0.0807711132498841,TRUE,TRUE
"SA",2019,-13,0.0975609756100992,0.0844992645897771,TRUE,TRUE
"SA",2019,-12,0.0731707317076577,0.0894985404776489,TRUE,TRUE
"SA",2019,-11,1.00000000000038,0.077097756439568,TRUE,TRUE
"SA",2019,-10,-0.0731707317069803,0.0894985404776438,TRUE,TRUE
"SA",2019,-9,-0.0731707317069826,0.104795137156425,TRUE,TRUE
"SA",2019,-8,0.975609756097928,0.0981885020332595,TRUE,TRUE
"SA",2019,-7,0.902439024390602,0.092877024759701,TRUE,TRUE
"SA",2019,-6,0.926829268293043,0.0974474461421667,TRUE,TRUE
"SA",2019,-5,-0.0975609756094223,0.100559225037877,TRUE,TRUE
"SA",2019,-4,0.951219512195486,0.085776403946923,TRUE,TRUE
"SA",2019,-3,0.92682926829302,0.0974474461421684,TRUE,TRUE
"SA",2019,-2,-0.0243902439021049,0.0981885020332504,TRUE,TRUE
"SA",2019,0,-0.073170731706984,0.0974474461421707,TRUE,FALSE
"SA",2019,1,0.024390243902778,0.0903048499225337,TRUE,FALSE
"SA",2020,-20,0.0975609756098854,0.0928770247596979,TRUE,TRUE
"SA",2020,-19,0.0975609756098838,0.0751938142682461,TRUE,TRUE
"SA",2020,-18,0.097560975609888,0.0751938142682505,TRUE,TRUE
"SA",2020,-17,0.243902439024526,0.074952420983138,TRUE,TRUE
"SA",2020,-16,-0.04878048780476,0.0857764039469102,TRUE,TRUE
"SA",2020,-15,0.146341463414765,0.0909048887489388,TRUE,TRUE
"SA",2020,-14,0.170731707317204,0.0761517358706364,TRUE,TRUE
"SA",2020,-13,0.146341463414766,0.0823266833198959,TRUE,TRUE
"SA",2020,-12,0.0731707317074534,0.0709785652406515,TRUE,TRUE
"SA",2020,-11,1.24120332067879e-13,0.0861979121557818,TRUE,TRUE
"SA",2020,-10,1.21878418815613e-13,0.0770977564395486,TRUE,TRUE
"SA",2020,-9,0.0487804878050015,0.0766262061051068,TRUE,TRUE
"SA",2020,-8,-0.0243902439023189,0.0981885020332404,TRUE,TRUE
"SA",2020,-7,1.21665264668502e-13,0.094425081795135,TRUE,TRUE
"SA",2020,-6,-0.024390243902318,0.0816636388334894,TRUE,TRUE
"SA",2020,-5,0.0243902439025653,0.0981885020332435,TRUE,TRUE
"SA",2020,-4,9.85544111598013e-14,0.0944250817951364,TRUE,TRUE
"SA",2020,-3,0.0487804878049978,0.0857764039469118,TRUE,TRUE
"SA",2020,-2,0.0731707317074366,0.0974474461421586,TRUE,TRUE
"SA",2020,0,0.0975609756098842,0.0844992645897615,TRUE,FALSE
"stacked",2002,-2,NA,NA,FALSE,TRUE
"stacked",2002,0,NA,NA,FALSE,FALSE
"stacked",2002,1,NA,NA,FALSE,FALSE
"stacked",2002,2,NA,NA,FALSE,FALSE
"stacked",2002,3,NA,NA,FALSE,FALSE
"stacked",2002,4,NA,NA,FALSE,FALSE
"stacked",2004,-4,0.0283400809716547,0.365626472256526,TRUE,TRUE
"stacked",2004,-3,0.0148448043184834,0.365626472256526,TRUE,TRUE
"stacked",2004,-2,-4.82947015711943e-15,0.365626472256526,TRUE,TRUE
"stacked",2004,0,-0.00944669365722553,0.365626472256526,TRUE,FALSE
"stacked",2004,1,-0.0418353576248364,0.365626472256526,TRUE,FALSE
"stacked",2004,2,-0.0539811066126907,0.365626472256526,TRUE,FALSE
"stacked",2004,3,-0.0566801619433252,0.365626472256526,TRUE,FALSE
"stacked",2004,4,-0.0364372469635682,0.365626472256526,TRUE,FALSE
"stacked",2008,-4,0.0472334682858365,0.539120957092738,TRUE,TRUE
"stacked",2008,-3,0.0148448043182308,0.539120957092738,TRUE,TRUE
"stacked",2008,-2,0.00269905533037751,0.539120957092738,TRUE,TRUE
"stacked",2008,0,0.0202429149794982,0.539120957092738,TRUE,FALSE
"stacked",2008,1,0.983805668015801,0.539120957092738,TRUE,FALSE
"stacked",2008,2,0.00809716599164395,0.539120957092738,TRUE,FALSE
"stacked",2008,3,-0.00944669365747292,0.539120957092738,TRUE,FALSE
"stacked",2008,4,-0.00674763832684189,0.539120957092738,TRUE,FALSE
"stacked",2009,-4,-0.29111239637561,0.205511989264156,TRUE,TRUE
"stacked",2009,-3,-0.160401002506317,0.205511989264156,TRUE,TRUE
"stacked",2009,-2,-0.0202429149797999,0.205511989264156,TRUE,TRUE
"stacked",2009,0,-0.186437246963612,0.200357633481276,TRUE,FALSE
"stacked",2009,1,-0.162145748987907,0.200357633481276,TRUE,FALSE
"stacked",2009,2,-0.179689608637029,0.200357633481276,TRUE,FALSE
"stacked",2009,3,-0.30199055330639,0.200357633481276,TRUE,FALSE
"stacked",2009,4,-0.334379217273996,0.200357633481276,TRUE,FALSE
"stacked",2012,-4,0.0296896086367663,0.551458115145422,TRUE,TRUE
"stacked",2012,-3,-0.00674763832679109,0.551458115145422,TRUE,TRUE
"stacked",2012,-2,0.0175438596489123,0.551458115145422,TRUE,TRUE
"stacked",2012,0,0.00269905533042741,0.551458115145422,TRUE,FALSE
"stacked",2012,1,-0.0296896086371798,0.551458115145422,TRUE,FALSE
"stacked",2012,2,-0.020242914979962,0.551458115145422,TRUE,FALSE
"stacked",2012,3,-0.0310391363024968,0.551458115145422,TRUE,FALSE
"stacked",2012,4,0.951417004048243,0.551458115145422,TRUE,FALSE
"stacked",2013,-4,-0.00944669365721817,0.323081690675038,TRUE,TRUE
"stacked",2013,-3,0.0148448043184903,0.323081690675038,TRUE,TRUE
"stacked",2013,-2,0.330634278002701,0.323081690675038,TRUE,TRUE
"stacked",2013,0,0.300944669365724,0.323081690675038,TRUE,FALSE
"stacked",2013,1,-0.0229419703103898,0.323081690675038,TRUE,FALSE
"stacked",2013,2,0.299595141700407,0.323081690675038,TRUE,FALSE
"stacked",2013,3,-0.0512820512820498,0.323081690675038,TRUE,FALSE
"stacked",2013,4,0.26045883940621,0.323081690675038,TRUE,FALSE
"stacked",2014,-4,0.0472334682863111,0.561173708229485,TRUE,TRUE
"stacked",2014,-3,0.0296896086371926,0.561173708229485,TRUE,TRUE
"stacked",2014,-2,0.0323886639678261,0.561173708229485,TRUE,TRUE
"stacked",2014,0,0.00944669365743922,0.561173708229485,TRUE,FALSE
"stacked",2014,1,-0.00134952766509699,0.561173708229485,TRUE,FALSE
"stacked",2014,2,-0.018893387314218,0.561173708229485,TRUE,FALSE
"stacked",2014,3,-0.0404858299592883,0.561173708229485,TRUE,FALSE
"stacked",2014,4,-1.04318488528979,0.561173708229485,TRUE,FALSE
"stacked",2016,0,-0.0337381916329445,0.567129480770316,TRUE,FALSE
"stacked",2016,1,-0.0553306342780197,0.567129480770316,TRUE,FALSE
"stacked",2016,2,-0.0580296896086541,0.567129480770316,TRUE,FALSE
"stacked",2016,3,-0.0661268556005573,0.567129480770316,TRUE,FALSE
"stacked",2017,-4,1.01889338731398,0.329394710087019,TRUE,TRUE
"stacked",2017,-3,0.695006747637896,0.329394710087019,TRUE,TRUE
"stacked",2017,-2,0.684210526315359,0.329394710087019,TRUE,TRUE
"stacked",2017,0,0.645074224021165,0.329394710087019,TRUE,FALSE
"stacked",2017,1,0.642375168690531,0.329394710087019,TRUE,FALSE
"stacked",2017,2,0.634278002698628,0.329394710087019,TRUE,FALSE
"stacked",2017,3,0.700404858299162,0.329394710087019,TRUE,FALSE
"stacked",2018,-4,0.383265856950086,0.329282228753727,TRUE,TRUE
"stacked",2018,-3,0.37246963562755,0.329282228753727,TRUE,TRUE
"stacked",2018,-2,0.354925775978427,0.329282228753727,TRUE,TRUE
"stacked",2018,0,-0.00269905533063167,0.329282228753727,TRUE,FALSE
"stacked",2018,1,0.322537112010813,0.329282228753727,TRUE,FALSE
"stacked",2018,2,0.388663967611356,0.329282228753727,TRUE,FALSE
"stacked",2019,-4,1.04183535762472,0.572780340313704,TRUE,TRUE
"stacked",2019,-3,1.02429149797559,0.572780340313704,TRUE,TRUE
"stacked",2019,-2,0.0026990553306398,0.572780340313704,TRUE,TRUE
"stacked",2019,0,-0.00809716599188992,0.572780340313705,TRUE,FALSE
"stacked",2019,1,0.0580296896086335,0.572780340313704,TRUE,FALSE
"stacked",2020,-4,0.0323886639676203,0.572656517895402,TRUE,TRUE
"stacked",2020,-3,0.0107962213225449,0.572656517895402,TRUE,TRUE
"stacked",2020,-2,0.00809716599191063,0.572656517895402,TRUE,TRUE
"stacked",2020,0,0.0661268556005499,0.572656517895402,TRUE,FALSE
"spec","atom_id","group","time","estimate","se","weight"
"R2h","stack2002",2002,NA,0.00657894736842106,0.143046530573582,0.0646005218787651
"R2h","stack2004",2004,NA,-0.0383759733036707,0.147635075946067,0.0606473153394004
"R2h","stack2008",2008,NA,-0.142589118198874,0.156552556352657,0.053934959525974
"R2h","stack2009",2009,NA,-0.133178474641889,0.0620743111788252,0.343057458907998
"R2h","stack2012",2012,NA,0.0121951219512195,0.153626082302109,0.0560093810462038
"R2h","stack2013",2013,NA,0.0172764227642277,0.0925126729896224,0.154450111369835
"R2h","stack2014",2014,NA,-0.186411149825784,0.161273791209849,0.0508233272456293
"R2h","stack2017",2017,NA,0.0127929220468675,0.114409856952924,0.100986611280276
"R2h","stack2018",2018,NA,-0.318066157760814,0.124405026172078,0.0854112013625868
"R2h","stack2019",2019,NA,-0.328626444159178,0.258991216151467,0.0197070044421828
"R2h","stack2020",2020,NA,0.0390243902439024,0.356994754979496,0.0103721076011488
"R3h","stack2004",2004,NA,-0.0365853658536589,0.236003075430575,0.0769903762029746
"R3h","stack2008",2008,NA,0.115853658536585,0.236003075430574,0.0769903762029746
"R3h","stack2009",2009,NA,-0.222125435540072,0.0953596428673371,0.47156605424322
"R3h","stack2012",2012,NA,-0.164634146341465,0.236003075430575,0.0769903762029746
"R3h","stack2013",2013,NA,0.12032520325203,0.139462911692551,0.220472440944882
"R3h","stack2014",2014,NA,-0.181707317073171,0.236003075430575,0.0769903762029746
"R6_ATTg","g2001",2001,NA,-0.0390243902439024,0.0556527067148742,NA
"R6_ATTg","g2002",2002,NA,0.222079589216945,0.0813460699367299,NA
"R6_ATTg","g2003",2003,NA,-0.043360433604336,0.0493416760537756,NA
"R6_ATTg","g2004",2004,NA,-0.259684361549498,0.0572506403093723,NA
"R6_ATTg","g2008",2008,NA,-0.0450281425891182,0.054953910080517,NA
"R6_ATTg","g2009",2009,NA,-0.171893147502904,0.17926768985166,NA
"R6_ATTg","g2012",2012,NA,0.195121951219512,0.0440988167312791,NA
"R6_ATTg","g2013",2013,NA,0.301829268292683,0.126931094158198,NA
"R6_ATTg","g2014",2014,NA,-0.111498257839721,0.0774879208278189,NA
"R6_ATTg","g2017",2017,NA,0.721544715447155,0.325498266162097,NA
"R6_ATTg","g2018",2018,NA,0.230352303523035,0.12393400790998,NA
"R6_ATTg","g2019",2019,NA,-0.024390243902439,0.0758499647778,NA
"R6_ATTg","g2020",2020,NA,0.0975609756097561,0.0723220594392977,NA
"R6_ATTe","e-19",NA,-19,-1.46451590113832e-18,0.0723220594392977,NA
"R6_ATTe","e-18",NA,-18,-7.32257950569159e-19,0.0361610297196488,NA
"R6_ATTe","e-17",NA,-17,0.0292682926829268,0.040994260033397,NA
"R6_ATTe","e-16",NA,-16,-0.143292682926829,0.158948672555804,NA
"R6_ATTe","e-15",NA,-15,-0.0823170731707317,0.144203130711283,NA
"R6_ATTe","e-14",NA,-14,-0.0274390243902439,0.161470573637624,NA
"R6_ATTe","e-13",NA,-13,-0.032520325203252,0.133766410751547,NA
"R6_ATTe","e-12",NA,-12,0.296747967479675,0.136657333181708,NA
"R6_ATTe","e-11",NA,-11,-0.0769230769230769,0.126456618723742,NA
"R6_ATTe","e-10",NA,-10,0.0600375234521576,0.167231063116817,NA
"R6_ATTe","e-9",NA,-9,-0.0712945590994371,0.177809560337445,NA
"R6_ATTe","e-8",NA,-8,0.103658536585366,0.109596584281411,NA
"R6_ATTe","e-7",NA,-7,0.016260162601626,0.133836408873342,NA
"R6_ATTe","e-6",NA,-6,-0.150987224157956,0.129734518936115,NA
"R6_ATTe","e-5",NA,-5,-0.206736353077816,0.105625165843346,NA
"R6_ATTe","e-4",NA,-4,0.133565621370499,0.0980033703529645,NA
"R6_ATTe","e-3",NA,-3,0.0190880169671262,0.119673684920774,NA
"R6_ATTe","e-2",NA,-2,0.0447154471544715,0.0876831472673599,NA
"R6_ATTe","e-1",NA,-1,-0.219512195121951,0.0852475746881208,NA
"R6_ATTe","e0",NA,0,0.0731707317073171,0.0834055620444258,NA
"R6_ATTe","e1",NA,1,0.131202691337258,0.10528658039802,NA
"R6_ATTe","e2",NA,2,0.0792682926829268,0.10153752552377,NA
"R6_ATTe","e3",NA,3,0.0234146341463415,0.100061273534874,NA
"R6_ATTe","e4",NA,4,-0.0598669623059867,0.123403796241414,NA
"R6_ATTe","e5",NA,5,0.10310421286031,0.133460877627361,NA
"R6_ATTe","e6",NA,6,0.00110864745011089,0.0986610799778889,NA
"R6_ATTe","e7",NA,7,-0.0150987224157956,0.120100777430693,NA
"R6_ATTe","e8",NA,8,0.0311653116531165,0.122221776075167,NA
"R6_ATTe","e9",NA,9,0.114777618364419,0.122915151741799,NA
"R6_ATTe","e10",NA,10,-0.110473457675753,0.0934162477608617,NA
"R6_ATTe","e11",NA,11,-0.0674318507890961,0.0943348459502123,NA
"R6_ATTe","e12",NA,12,-0.0317073170731707,0.130197346517428,NA
"R6_ATTe","e13",NA,13,0.00271002710027095,0.212262304533223,NA
"R6_ATTe","e14",NA,14,-0.105691056910569,0.0393949429466093,NA
"R6_ATTe","e15",NA,15,0.238482384823848,0.178409657319014,NA
"R6_ATTe","e16",NA,16,0.159891598915989,0.217815488862347,NA
"R6_ATTe","e17",NA,17,0.212543554006969,0.175945278999287,NA
"R6_ATTe","e18",NA,18,0.317073170731707,0.222405032381417,NA
"R6_ATTe","e19",NA,19,0,0.0723220594392977,NA
