"quantity","value"
"twfe_beta_lm",3.04369278580075
"averaging_formula",3.04369278580075
"abs_diff_single",3.10862446895044e-15
"mc_max_abs_diff",9.72555369571637e-14
"mc_mean_twfe",2.9999777523154
"mc_sd_twfe",0.123775717495216
"last_pre_only_diff",3.04491733563253
